,Naam,Gemeente,"Personeelsbestand (Laatste jaar)
Laatst beschikb. jr","Omzet
EUR
Laatst beschikb. jr","Totaal der activa
EUR
Laatst beschikb. jr",WCM - Naam,Telefoon,E-mail adres,"BvD ID
nummer","Netto toegevoegde waarde
EUR
Laatst beschikb. jr",Ondernemingsnummer,Adres,Postcode,Web adres,"Ibid, omschrijving",Beursnotatie
10806,CREATE 2 COMMUNICATE,HASSELT,1,n.b.,305360,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 44 09 49,,BE0886802902,147094,0886 802 902,Hassaluthdreef 2C,3500,,Ontwikkeling van residentiële bouwprojecten,Niet beursgenoteerd
10807,PITA PIRAMIDE,HECHTEL,1,n.b.,74581,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 81 10 05,,BE0886806266,37045,0886 806 266,Lommelsebaan 2,3940,,Eetgelegenheden met volledige bediening,Niet beursgenoteerd
10808,ORTHOS,LOMMEL,1,n.b.,668872,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 72 02 88,,BE0886822302,222604,0886 822 302,Koningsstraat 23,3920,,Tandartspraktijken,Niet beursgenoteerd
10809,ELPE,HOUTHALEN,2,n.b.,734015,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 20 50 47,,BE0886838732,141235,0886 838 732,Rozenstraat 59,3530,,Elektrotechnische installatiewerken aan gebouwen,Niet beursgenoteerd
10810,DAVOX CONSTRUCT,WELLEN,1,n.b.,175734,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 72 49 11,,BE0886840118,63993,0886 840 118,Blokenstraat 25,3830,,Schrijnwerk,Niet beursgenoteerd
10811,DOKTER MOESEN OLIVIA,LANAKEN,2,n.b.,424780,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 71 12 44,,BE0886910887,121506,0886 910 887,Gasthuisstraat 12,3620,,Praktijken van specialisten,Niet beursgenoteerd
10812,MODULOR,TONGEREN,1,n.b.,1856809,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 23 67 18,,BE0886931871,513670,0886 931 871,Leopoldwal 64,3700,,Landmeters,Niet beursgenoteerd
10813,DEKENS AGRI TECHNICS,WIJER,5,n.b.,2213666,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 68 24 53,,BE0886945432,508454,0886 945 432,Schansstraat 141,3850,,Ondersteunende activiteiten in verband met de teelt van gewassen,Niet beursgenoteerd
10814,ALGEMENE BOUWONDERNEMING PETER BONGAERTS,PELT,8,n.b.,1080170,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 64 42 02,,BE0886950479,434768,0886 950 479,Vroentjesstraat 12,3900,,Algemene bouw van residentiële gebouwen,Niet beursgenoteerd
10815,BASICO,HASSELT,1,n.b.,380074,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 22 79 66,,BE0886985321,102875,0886 985 321,Dorpsstraat 42,3500,,Eetgelegenheden met volledige bediening,Niet beursgenoteerd
10816,DE ZEVENSPRONG,ACHEL,1,n.b.,320053,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 66 16 08,,BE0887005612,72203,0887 005 612,Sint-Odilialaan 81,3930,,Hotels en dergelijke accommodatie,Niet beursgenoteerd
10817,ODIGO ADVOCATEN HASSELT,HASSELT,3,n.b.,2055016,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 26 02 20,,BE0887020458,702093,0887 020 458,Spoorwegstraat 105,3500,,Activiteiten van advocaten,Niet beursgenoteerd
10818,ALL FIX & FINISH,EKSEL,2,n.b.,1240589,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 18 45 68,,BE0887026990,435661,0887 026 990,Grensstraat 30,3940,,Overige gespecialiseerde bouwwerkzaamheden,Niet beursgenoteerd
10819,ALULIM,OUDSBERGEN,21,n.b.,5467134,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 30 83 37,,BE0887065889,2103114,0887 065 889,Nijverheidslaan 1563,3660,,Vervaardiging van metalen deuren en vensters,Niet beursgenoteerd
10820,MOMMEN LUC,HERK-DE-STAD,1,n.b.,112514,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 27 47 15,,BE0887076876,14843,0887 076 876,Lazerijstraat 4,3540,,Schrijnwerk,Niet beursgenoteerd
10821,RODEK,SINT-TRUIDEN,1,n.b.,127,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 78 25 40,,BE0887099147,-29685,0887 099 147,Stapelstraat 23,3800,,"Overige dienstverlenende activiteiten op het gebied van informatie, n.e. g.",Niet beursgenoteerd
10822,DOKTERSPRAKTIJK JEAN LUC COOLENS,HASSELT,1,n.b.,438336,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 24 18 70,,BE0887101028,186673,0887 101 028,Vossenbergstraat 14,3500,,Praktijken van specialisten,Niet beursgenoteerd
10823,AVTOLUX,GROOT-GELMEN,2,n.b.,938600,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 498 680 234,,BE0887129435,155371,0887 129 435,Helshovenstraat 24,3800,,"Detailhandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
10824,UN MESSAGE DE VIE / RELIGIE REGINA,TONGEREN,2,n.b.,299414,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 476 253 013,,BE0887136363,76057,0887 136 363,Gasthuisbosdreef 22,3700,,Detailhandel in souvenirs en religieuze artikelen in gespecialiseerde winkels,Niet beursgenoteerd
10825,FRANSSEN PROJECTS,PELT,3,n.b.,2409827,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 66 25 91,,BE0887137947,261715,0887 137 947,Willem II-straat 61,3900,,Algemene bouw van residentiële gebouwen,Niet beursgenoteerd
10826,SAREN,BEVERLO,8,n.b.,569191,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 37 37 70,,BE0887159525,356659,0887 159 525,Leysestraat 27,3581,,Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen overheersen (verkoopsoppervlakte tussen 100 m² en minder dan 400 m²),Niet beursgenoteerd
10827,BLIX,VELM,1,n.b.,385206,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 68 15 37,,BE0887176054,92942,0887 176 054,Nijssemstraat 5,3806,,"Algemeen onderhoud en reparatie van auto's en lichte bestelwagens (? 3,5 ton)",Niet beursgenoteerd
10828,A I ELECTRO TECHNICS,TESSENDERLO,5,n.b.,423682,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 55 10 03,,BE0887179024,228700,0887 179 024,Ambachtsstraat 2,3980,,Elektrotechnische installatiewerken aan gebouwen,Niet beursgenoteerd
10829,MEDISCH KABINET DOKTER FREDERIX,HEPPEN,1,n.b.,1695741,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 472 854 412,,BE0887193474,481539,0887 193 474,Nieuwstraat 24,3971,,Praktijken van artsen en tandartsen,Niet beursgenoteerd
10830,RUDY JANSSEN,'S GRAVENVOEREN,4,n.b.,78221,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 4 381 00 10,,BE0887195058,99888,0887 195 058,Bovendorp 37,3798,,Dakwerkzaamheden,Niet beursgenoteerd
10831,BELIWORKS,HASSELT,31,n.b.,1753303,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 66 25 58,,BE0887208322,1500982,0887 208 322,Luikersteenweg 254,3500,extranet.beliworks.com,Vervaardiging van metalen deuren en vensters,Niet beursgenoteerd
10832,KERKERVELD,LOMMEL,3,n.b.,124199,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 55 02 30,,BE0887210005,146806,0887 210 005,Kerkplein 14,3920,,Overig speur- en ontwikkelingswerk op natuurwetenschappelijk  gebied,Niet beursgenoteerd
10833,MUSSENBURGHOF,BREE,2,n.b.,1013898,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 495 523 794,,BE0887272955,94759,0887 272 955,Brugstraat 76,3960,,Hotels en dergelijke accommodatie,Niet beursgenoteerd
10834,MICROTRACTORS,ZEPPEREN,1,n.b.,431494,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 74 66 71,,BE0887319772,77212,0887 319 772,Roosbeekstraat 52,3800,,"Detailhandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
10835,VEBIT,PAAL,1,n.b.,157032,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 477 303 848,,BE0887337390,137697,0887 337 390,Tervantstraat 158,3583,,Computerconsultancy-activiteiten,Niet beursgenoteerd
10836,VALEIPA,HELCHTEREN,2,n.b.,6545713,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 64 46 16,,BE0887345310,93171,0887 345 310,Molenheidestraat 19,3530,,Overige adviesbureaus op het gebied van bedrijfsbeheer; adviesbureaus  op het gebied van bedrijfsvoering,Niet beursgenoteerd
10837,HOTEL VOEREN,'S GRAVENVOEREN,29,n.b.,141769,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 4 381 24 66,,BE0887371341,383339,0887 371 341,Kinkenberg 6,3798,,Hotels en dergelijke accommodatie,Niet beursgenoteerd
10838,SCHOTS TECHNICS,DONK,1,n.b.,1780083,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 44 14 44,,BE0887482791,896786,0887 482 791,Meerhoutstraat 5,3540,,Landschapsverzorging,Niet beursgenoteerd
10839,DECOTRAP,ZOLDER,26,n.b.,2580168,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 18 31 19,,BE0887522977,2007317,0887 522 977,Mijnwerkerslaan 42,3550,,Vervaardiging van ander schrijn- en timmerwerk,Niet beursgenoteerd
10840,ROVATRANS,KWAADMECHELEN,3,n.b.,488223,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 31 51 47,,BE0887523175,266435,0887 523 175,Lambertusstraat 7 b.0203,3945,,"Goederenvervoer over de weg, m.u.v. verhuisbedrijven",Niet beursgenoteerd
10841,DONKERS & CUYPERS,HASSELT,5,n.b.,1619791,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 27 27 67,,BE0887541090,592422,0887 541 090,Kiewitstraat 120,3500,,Uitvaartverzorging,Niet beursgenoteerd
10842,VENTILINE,OUDSBERGEN,14,n.b.,1762623,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 35 28 37,,BE0887542080,870742,0887 542 080,Nijverheidslaan 1524,3660,,"Vervaardiging van machines en apparaten voor de koeltechniek en de  klimaatregeling, voor niet-huishoudelijk gebruik",Niet beursgenoteerd
10843,RIJSCHOOL WIRIX,OUDSBERGEN,15,n.b.,787132,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 59 00 18,,BE0887571675,829546,0887 571 675,Beunisstraat 20,3670,,Autorijscholen,Niet beursgenoteerd
10844,IL MONDO,PAAL,1,n.b.,17535,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 74 40 95,,BE0887587216,26625,0887 587 216,Heldenlaan 23,3583,,Cafés en bars,Niet beursgenoteerd
10845,ELGRO,LOMMEL,4,n.b.,1568765,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 54 66 02,,BE0887609881,604185,0887 609 881,Norbert Neeckxlaan 103,3920,,Groothandel in elektrische huishoudelijke apparaten en audio- en videoapparatuur,Niet beursgenoteerd
10846,GARAGE LENDERS,PEER,1,n.b.,620649,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 63 16 50,,BE0887615821,54738,0887 615 821,Ambachtslaan 1001,3990,,"Detailhandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
10847,NEXT SEASONS,LOMMEL,1,n.b.,43646,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 54 72 85,,BE0887623046,20935,0887 623 046,Kerkplein 7,3920,,Haarverzorging,Niet beursgenoteerd
10848,JANSSEN INVEST,OPOETEREN,3,n.b.,9859573,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 81 27 78,,BE0887625620,499617,0887 625 620,Weg naar As 148,3680,,Overige adviesbureaus op het gebied van bedrijfsbeheer; adviesbureaus  op het gebied van bedrijfsvoering,Niet beursgenoteerd
10849,CMH,HELCHTEREN,2,n.b.,4086316,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 64 67 57,,BE0887646208,439870,0887 646 208,Molenheidestraat 15,3530,,Ontwikkeling van residentiële bouwprojecten,Niet beursgenoteerd
10850,BMH,HELCHTEREN,12,n.b.,3123773,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 64 00 92,,BE0887666893,543045,0887 666 893,Molenheidestraat 15,3530,,Algemene bouw van residentiële gebouwen,Niet beursgenoteerd
10851,HEERE VAN HEERS,HEERS,1,n.b.,112171,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 48 20 07,,BE0887676989,37172,0887 676 989,Nieuwe Steenweg 57,3870,,Cafés en bars,Niet beursgenoteerd
10852,PADARI,ALKEN,3,n.b.,329619,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 67 27 40,,BE0887679464,231867,0887 679 464,Leemkuilstraat 131,3570,,Verhuisbedrijven,Niet beursgenoteerd
10853,HANDICO TRUCKING,LANAKEN,14,n.b.,3597196,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 473 369 246,,BE0887693124,1487713,0887 693 124,Kiezelweg 44,3620,,"Goederenvervoer over de weg, m.u.v. verhuisbedrijven",Niet beursgenoteerd
10854,CARLOO,SINT-TRUIDEN,5,n.b.,91033,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 82 13 82,,BE0887752512,77618,0887 752 512,Diesterstraat 24 b.202,3800,,Eetgelegenheden met volledige bediening,Niet beursgenoteerd
10855,KELDA FRUIT,HOEPERTINGEN,2,n.b.,245013,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 68 60 93,,BE0887791114,169576,0887 791 114,Hoepertingenstraat 87,3840,,Teelt van pit- en steenvruchten,Niet beursgenoteerd
10856,EQUIVET,KERMT,2,n.b.,1371946,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 74 77 44,,BE0887871979,297796,0887 871 979,Wijerstraat 127,3510,,Veterinaire diensten,Niet beursgenoteerd
10857,RT VASTGOED,SINT-TRUIDEN,3,n.b.,501660,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 69 76 40,,BE0887878018,147155,0887 878 018,Clockemstraat 19,3800,,"Bemiddeling bij de aankoop, verkoop en verhuur van onroerend goed voor een vast bedrag of op contractbasis",Niet beursgenoteerd
10858,COENEN J. BAKKERIJ,LUMMEN,4,n.b.,173533,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 52 13 08,,BE0887885441,266623,0887 885 441,Oostereindestraat 32,3560,,Industriële vervaardiging van brood en van vers banketbakkerswerk,Niet beursgenoteerd
10859,PROSPEED ENGINEERING,ZONHOVEN,2,n.b.,786811,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 23 91 83,,BE0887915630,167370,0887 915 630,Industrieweg 2050,3520,,"Detailhandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
10860,KNEVELS,OUDSBERGEN,1,n.b.,451750,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 19 29 84,,BE0887929189,154411,0887 929 189,Sompenstraat 5,3670,,Schrijnwerk,Niet beursgenoteerd
10861,TANDARTSENPRAKTIJK JANSSEN MARIE ANNE,GENK,1,n.b.,559219,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 36 24 14,,BE0887932060,139186,0887 932 060,Weg naar As 90,3600,,Tandartspraktijken,Niet beursgenoteerd
10862,DR. VIK CORSTJENS,MAASEIK,1,n.b.,554569,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 476 945 816,,BE0887953836,121566,0887 953 836,Eerste Straat 56,3680,,"Overige menselijke gezondheidszorg, n.e.g.",Niet beursgenoteerd
10863,DOKTERSPRAKTIJK VERWERFT-BONNEUX,ZOLDER,1,n.b.,1275372,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 91 77 34,,BE0888015994,57724,0888 015 994,Witte Barier 22,3550,,Praktijken van specialisten,Niet beursgenoteerd
10864,MOVED,ZOLDER,5,n.b.,2241235,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 474 652 561,,BE0888020350,313583,0888 020 350,Vlinderstraat 21,3550,,Verhuisbedrijven,Niet beursgenoteerd
10865,SIMONTA,HERSTAPPE,1,n.b.,1218194,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 476 203 058,,BE0888029456,296711,0888 029 456,Dorpsstraat 1A,3717,,Vervaardiging van metalen constructiewerken en delen daarvan,Niet beursgenoteerd
10866,KATZ EUROPE,GENK,1,n.b.,576748,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 77 24 69,,BE0888093891,41001,0888 093 891,Seinhuisstraat 5 b.6,3600,,Detailhandel in damesbovenkleding in gespecialiseerde winkels,Niet beursgenoteerd
10867,NOTARISASSOCIATIE YVES CLERCX & MICHAEL BOSE - GENK,GENK,10,n.b.,13399228,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 35 22 70,,BE0888099435,913161,0888 099 435,Berglaan 11,3600,,Activiteiten van notarissen,Niet beursgenoteerd
10868,SMAAKATELIER,BORGLOON,2,n.b.,112046,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 67 45 32,,BE0888120122,83839,0888 120 122,Sint-Truidersteenweg 485,3840,,Eetgelegenheden met beperkte bediening,Niet beursgenoteerd
10869,ALTROPLUS,PEER,2,n.b.,478521,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 79 22 14,,BE0888147341,280707,0888 147 341,Baan naar Bree 70,3990,,Verzekeringsagenten en -makelaars,Niet beursgenoteerd
10870,VANGRONSVELD VERLICHTING - ELECTRO,WALTWILDER,12,n.b.,1154127,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 51 01 11,,BE0888170404,537283,0888 170 404,Amelsdorp 12,3740,,Elektrotechnische installatiewerken aan gebouwen,Niet beursgenoteerd
10871,HESTIA,HASSELT,1,n.b.,1290819,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 468 034 921,,BE0888196831,77268,0888 196 831,Kuringersteenweg 162,3500,,Holdings,Niet beursgenoteerd
10872,JB INTERIEUR,ZONHOVEN,1,n.b.,51409,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 477 361 751,,BE0888214548,27317,0888 214 548,Donkweg 27,3520,,Dakwerkzaamheden,Niet beursgenoteerd
10873,RADEKON,HAMONT,7,n.b.,1242893,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 63 19 81,,BE0888218904,617800,0888 218 904,Nijverheidsstraat 9,3930,,Schrijnwerk,Niet beursgenoteerd
10874,LOOVAN,HELCHTEREN,6,n.b.,447241,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 75 78 61,,BE0888242262,138984,0888 242 262,Sint-Trudoplein 6 b.1,3530,,Eetgelegenheden met volledige bediening,Niet beursgenoteerd
10875,APOTHEEK MATHIEU PEETERS,KINROOI,4,n.b.,1726535,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 70 23 85,,BE0888243054,452985,0888 243 054,Weertersteenweg 166,3640,,Apotheken,Niet beursgenoteerd
10876,C. GROUP,KURINGEN,2,n.b.,894643,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 22 47 99,,BE0888246717,140594,0888 246 717,Overdemerstraat 131,3511,,Holdings,Niet beursgenoteerd
10877,QUALITY FACILITY SUPPORT,GENK,50,n.b.,1149554,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 488 186 850,,BE0888255130,1824328,0888 255 130,Nieuwpoortlaan 15 b.1,3600,,Andere reinigingsactiviteiten,Niet beursgenoteerd
10878,ADVOCATENASSOCIATIE LENAERTS,MAASEIK,1,n.b.,171406,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 56 30 69,,BE0888278884,67630,0888 278 884,Prinsenhoflaan 4,3680,,Activiteiten van advocaten,Niet beursgenoteerd
10879,PATRICIA,HEUSDEN (LIMB.),1,n.b.,63612,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 41 30 22,,BE0888296997,53581,0888 296 997,Kanaalweg 2A b.22,3550,,"Detailhandel in dames-, heren-, baby- en kinderboven- en onderkleding en kledingaccessoires in gespecialiseerde winkels (algemeen assortiment)",Niet beursgenoteerd
10880,WANTEN ERIK,JESSEREN,1,n.b.,57440,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 74 55 49,,BE0888359256,41165,0888 359 256,Broekstraat 90,3840,,Schilderen van gebouwen,Niet beursgenoteerd
10881,CRAEGHS DANNY,TONGERLO (LIMB.),2,n.b.,660740,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 476 510 521,,BE0888447546,286308,0888 447 546,Keyartstraat 6,3960,,Schrijnwerk,Niet beursgenoteerd
10882,BEGRAFENISSEN - CREMATIES VANMECHELEN,SINT-TRUIDEN,2,n.b.,1763476,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0888464768,435367,0888 464 768,Tiensesteenweg 295,3800,,Uitvaartverzorging,Niet beursgenoteerd
10883,DAKWERKEN SCHEPENS,AS,3,n.b.,236523,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 479 996 570,,BE0888491987,193789,0888 491 987,Hoogstraat 269,3665,,Dakwerkzaamheden,Niet beursgenoteerd
10884,NOTARIS FILIP DEBUCQUOY,KINROOI,3,n.b.,2975881,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 77 78 15,,BE0888493967,502509,0888 493 967,Breeërsteenweg 313 b.1,3640,,Activiteiten van notarissen,Niet beursgenoteerd
10885,T PROJECTS,VORSEN,6,n.b.,70108,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 477 803 312,,BE0888506835,405172,0888 506 835,Drie Tombenstraat 3,3890,,"Gegevensverwerking, webhosting en aanverwante activiteiten",Niet beursgenoteerd
10886,CERTAFIN,GENK,12,n.b.,1124275,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 35 67 00,,BE0888521087,987177,0888 521 087,Jaarbeurslaan 17 b.21,3600,,Accountants en belastingconsulenten,Niet beursgenoteerd
10887,LOENDERS,PELT,6,n.b.,1346785,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 41 59 30,,BE0888525245,384688,0888 525 245,Astridlaan 247,3900,,Ontwikkeling van residentiële bouwprojecten,Niet beursgenoteerd
10888,ONDERNEMING CLAES,ZONHOVEN,1,n.b.,347096,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 81 23 02,,BE0888571567,84280,0888 571 567,Bruinstraat 26,3520,,Landschapsverzorging,Niet beursgenoteerd
10889,GRINTA! PUBLICATIES,PAAL,3,n.b.,472849,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 51 40 43 12,,BE0888604924,326117,0888 604 924,Schoebroekstraat 8,3583,,Uitgeverijen van tijdschriften,Niet beursgenoteerd
10890,ARNOLD & SIEDSMA HASSELT,HASSELT,6,n.b.,1559299,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 25 67 88,,BE0888633826,1219779,0888 633 826,Kempische Steenweg 542 b.A,3500,,Overige rechtskundige dienstverlening,Niet beursgenoteerd
10891,ITZU CAREER,HASSELT,12,n.b.,1129919,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 28 00 50,,BE0888635311,813672,0888 635 311,Ilgatlaan 15,3500,,Handel in eigen onroerend goed,Niet beursgenoteerd
10892,DEMOVO,SINT-TRUIDEN,1,n.b.,6035527,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 42 89 06,,BE0888638180,673863,0888 638 180,Viaductstraat 35,3800,,"Overige zakelijke dienstverlening, n.e.g.",Niet beursgenoteerd
10893,HORTARI,LOKSBERGEN,2,n.b.,185813,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 26 91 52,,BE0888654909,146923,0888 654 909,Oude Leuvensebaan 21,3545,,Landschapsverzorging,Niet beursgenoteerd
10894,JUMIC,ALKEN,2,n.b.,120775,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 477 740 620,,BE0888691333,26027,0888 691 333,Dorpsstraat 1,3570,,Cafés en bars,Niet beursgenoteerd
10895,WINEPLUS,GENK,1,n.b.,220922,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 61 54 50,,BE0888769527,54626,0888 769 527,Vennestraat 333 b.2,3600,,"Detailhandel in dranken in gespecialiseerde winkels, algemeen assortiment",Niet beursgenoteerd
10896,SPORTS MARKETING BUSINESS ORGANISATION,SINT-TRUIDEN,1,n.b.,206790,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 23 04 33,,BE0888774871,184167,0888 774 871,Tiensesteenweg 168,3800,,Adviesbureaus op het gebied van public relations en communicatie,Niet beursgenoteerd
10897,DE BRUIDSMODE OUTLET,LOMMEL,1,n.b.,197624,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 14 76 82 34,,BE0888816542,59145,0888 816 542,Buitensingel 80,3920,,Detailhandel in damesbovenkleding in gespecialiseerde winkels,Niet beursgenoteerd
10898,TANDARTSENGROEP BEUTELS,HEUSDEN (LIMB.),9,n.b.,1114245,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 57 13 38,,BE0888820403,306656,0888 820 403,Kapelstraat 142,3550,,Tandartspraktijken,Niet beursgenoteerd
10899,STEP TWO,WIJCHMAAL,1,n.b.,546388,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 473 524 475,,BE0888848018,79451,0888 848 018,Sint-Trudostraat 62,3990,,"Handelsbemiddeling in textiel, kleding, bont, schoeisel en lederwaren",Niet beursgenoteerd
